REPORT NUMBER,DATE,TIME,OFFENSE,ADDRESS
201854593,6/12/2018,2131,FORGERY/COUNTERFEITING,5000 BLK MERCURY BLVD
201854594,6/12/2018,2204,LEAVING THE SCENE,MANOR RD / WARWICK BLVD
201854595,6/12/2018,2217,WEAPON OFFENSE,100 BLK COVENTRY LN
201854595,6/12/2018,2217,DAMAGE PROPERTY,100 BLK COVENTRY LN
201854592,6/12/2018,2226,SIMPLE ASSAULT,500 BLK LEONARD LN
201824043,6/12/2018,2255,LEAVING THE SCENE,1000 BLK 72ND ST
201854596,6/12/2018,2310,OVERDOSE,600 BLK DECATUR ST
201854597,6/12/2018,2317,SEXUAL ASSAULT W/AN OBJECT,1800 BLK SALT POND PL
201854598,6/12/2018,2339,LEAVING THE SCENE,1200 BLK TYLER AVE
201854599,6/12/2018,2350,INTIMIDATION,300 BLK SUSAN CONSTANT DR
201854635,6/13/2018,0152,OVERDOSE,10100 BLK JEFFERSON AVE
201854591,6/13/2018,0200,SIMPLE ASSAULT,1200 BLK 73RD ST
201854600,6/13/2018,0252,JUVENILE - RUNAWAY,0 BLK LEE RD
201854602,6/13/2018,0304,AGGRAVATED ASSAULT,700 BLK 36TH ST
201824044,6/13/2018,0441,BURGLARY/B & E,1200 BLK 27TH ST
201824045,6/13/2018,0552,TAMPERING WITH AUTO,900 BLK MARCUS DR
201824046,6/13/2018,0625,THEFT FROM VEHICLE,100 BLK BEECHMONT DR
201824048,6/13/2018,0635,VEHICLE THEFT,800 BLK WORCESTER WAY
201824047,6/13/2018,0653,TAMPERING WITH AUTO,100 BLK BEECHMONT DR
201824050,6/13/2018,0658,THEFT PARTS FROM VEHICLE,0 BLK PORT LNDG
201854604,6/13/2018,0700,TAMPERING WITH AUTO,800 BLK MASTERS TRL
201824052,6/13/2018,0841,THEFT FROM VEHICLE,900 BLK SHORELINE PT
201824052,6/13/2018,0841,DAMAGE PROPERTY,900 BLK SHORELINE PT
201854607,6/13/2018,0910,LARCENY,2400 BLK MARSHALL AVE
201824053,6/13/2018,0928,THEFT FROM VEHICLE,2200 BLK KINGS CREEK LN
201824055,6/13/2018,0932,VEH RECOVERY(OUT OF JURIS),2300 BLK MADISON AVE
201854606,6/13/2018,0940,SIMPLE ASSAULT,1100 BLK OLD DENBIGH BLVD
201824056,6/13/2018,1010,VEHICLE THEFT,800 BLK MARIE CT
201800298,6/13/2018,1013,TAMPERING WITH AUTO,800 BLK MASTERS TRL
201824057,6/13/2018,1013,TAMPERING WITH AUTO,0 BLK TRAVERSE RD
201800299,6/13/2018,1029,TAMPERING WITH AUTO,100 BLK CANDLEWOOD WAY
201854608,6/13/2018,1039,DAMAGE PROPERTY,900 BLK MARCUS DR
201824058,6/13/2018,1045,LARCENY,200 BLK 30TH ST
201824059,6/13/2018,1107,LARCENY,1900 BLK MUSKET RD
201824060,6/13/2018,1122,TAMPERING WITH AUTO,700 BLK BROAD BAY CV
201824061,6/13/2018,1132,LARCENY,0 BLK HOOPES RD
201824062,6/13/2018,1144,VEHICLE THEFT,700 BLK WINDBROOK CIR
201824063,6/13/2018,1147,DAMAGE PROPERTY,0 BLK GREEN CT
201800300,6/13/2018,1159,SHOPLIFTING,3000 BLK JEFFERSON AVE
201824064,6/13/2018,1221,DAMAGE PROPERTY,200 BLK LUCAS CREEK RD
201824065,6/13/2018,1233,THEFT FROM VEHICLE,900 BLK 37TH ST
201854609,6/13/2018,1240,DAMAGE PROPERTY,2800 BLK WEST AVE
201854610,6/13/2018,1247,BURGLARY/B & E,200 BLK PINE AVE
201824066,6/13/2018,1247,FRAUD BY WIRE,1900 BLK MUSKET RD
201824067,6/13/2018,1301,THEFT PARTS FROM VEHICLE,33RD ST / MARSHALL AVE
201854611,6/13/2018,1316,FORGERY/COUNTERFEITING,12300 BLK HORNSBY LN
201854612,6/13/2018,1329,LEAVING THE SCENE,DILIGENCE DR / J CLYDE MORRIS BLVD
201824068,6/13/2018,1331,FRAUD/FALSE PRETENSES/SWINDLE,12900 BLK JEFFERSON AVE
201824069,6/13/2018,1402,DAMAGE PROPERTY,100 BLK BONITA DR
201824070,6/13/2018,1450,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12000 BLK JEFFERSON AVE
201824071,6/13/2018,1514,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12000 BLK JEFFERSON AVE
201854613,6/13/2018,1515,DRUG/NARCOTICS OFFENSES,800 BLK 31ST ST
201824072,6/13/2018,1523,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12000 BLK JEFFERSON AVE
201854614,6/13/2018,1534,SIMPLE ASSAULT,1200 BLK 24TH ST
201800301,6/13/2018,1540,FRAUD - IMPERSONATE,400 BLK SAVAGE DR
201854616,6/13/2018,1547,DRUG/NARCOTICS OFFENSES,SHELLABARGER DR / WARWICK BLVD
201824074,6/13/2018,1627,VEH RECOVERY(OUT OF JURIS),400 BLK TURLINGTON RD
201854617,6/13/2018,1645,LARCENY,600 BLK 29TH ST
201824076,6/13/2018,1649,LEAVING THE SCENE,46TH ST / HUNTINGTON AVE
201824075,6/13/2018,1649,CPS REFERRAL,1500 BLK KILN CREEK PKWY
201854618,6/13/2018,1651,LEAVING THE SCENE,LEES MILL DR / WARWICK BLVD
201854621,6/13/2018,1654,ANNOYING PHONE CALLS,600 BLK BREWER ST
201854620,6/13/2018,1655,SIMPLE ASSAULT,13400 BLK WARWICK BLVD
201800302,6/13/2018,1732,SHOPLIFTING,12300 BLK JEFFERSON AVE
201824077,6/13/2018,1800,FRAUD - IMPERSONATE,0 BLK PATTON DR
201854622,6/13/2018,1802,BURGLARY/B & E,4400 BLK JEFFERSON AVE
201854624,6/13/2018,1829,SIMPLE ASSAULT,700 BLK KENSINGTON DR
201854625,6/13/2018,1831,SIMPLE ASSAULT,1800 BLK MARSHALL AVE
201854625,6/13/2018,1831,DAMAGE PROPERTY,1800 BLK MARSHALL AVE
201854615,6/13/2018,1916,LEAVING THE SCENE,27TH ST / WICKHAM AVE
201854630,6/13/2018,1932,INTIMIDATION,0 BLK CEDARWOOD WAY
201854627,6/13/2018,1936,SIMPLE ASSAULT,200 BLK 51ST ST
201824078,6/13/2018,1952,LARCENY,300 BLK OYSTER POINT RD
201854628,6/13/2018,1957,FORGERY/COUNTERFEITING,300 BLK CHATHAM DR
201854629,6/13/2018,2005,DAMAGE PROPERTY,700 BLK J CLYDE MORRIS BLVD
201854626,6/13/2018,2009,BURGLARY/B & E,300 BLK MAPLE AVE
201824081,6/13/2018,2125,VEHICLE THEFT,900 BLK 20TH ST
201854631,6/13/2018,2130,DAMAGE PROPERTY,500 BLK WATERS EDGE DR
201854632,6/13/2018,2136,SIMPLE ASSAULT,400 BLK TURLINGTON RD
201824082,6/13/2018,2144,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12500 BLK WARWICK BLVD
201854633,6/13/2018,2159,THEFT FROM VEHICLE,700 BLK OLD OYSTER POINT RD
201854633,6/13/2018,2159,TAMPERING WITH AUTO,700 BLK OLD OYSTER POINT RD
201824084,6/13/2018,2217,THEFT PARTS FROM VEHICLE,600 BLK HARPERSVILLE RD
201824085,6/13/2018,2219,FORGERY/COUNTERFEITING,300 BLK CHATHAM DR
201854636,6/13/2018,2259,CURFEW,JEFFERSON AVE / SHIELDS RD
201854636,6/13/2018,2259,DRUG/NARCOTICS OFFENSES,JEFFERSON AVE / SHIELDS RD
201854420,6/13/2018,2300,TRAFFIC FATALITY,JEFFERSON AVE / MERCURY BLVD
201854634,6/13/2018,2315,DRUG/NARCOTICS OFFENSES,DILIGENCE DR / J CLYDE MORRIS BLVD
201854638,6/14/2018,0146,HIT AND RUN,JEFFERSON AVE / YORKTOWN RD
201854637,6/14/2018,0220,BURGLARY/B & E,1100 BLK GARDEN DR
201854639,6/14/2018,0229,SIMPLE ASSAULT,5800 BLK MARSHALL AVE
201854640,6/14/2018,0243,SIMPLE ASSAULT,800 BLK FORREST DR
201854641,6/14/2018,0400,DRUG/NARCOTICS OFFENSES,2700 BLK CHESTNUT AVE
201824088,6/14/2018,0524,TAMPERING WITH AUTO,700 BLK RIVER ROCK WAY
201824088,6/14/2018,0524,THEFT FROM VEHICLE,700 BLK RIVER ROCK WAY
201824089,6/14/2018,0716,ANNOYING PHONE CALLS,1000 BLK 79TH ST
201854642,6/14/2018,0820,SIMPLE ASSAULT,0 BLK TEAKWOOD DR
201854643,6/14/2018,0902,JUVENILE - RUNAWAY,3300 BLK JEFFERSON AVE
201854644,6/14/2018,0911,SIMPLE ASSAULT,11800 BLK FISHING POINT DR
201824090,6/14/2018,0946,UNAUTHORIZED USE OF VEHICLE,10700 BLK JEFFERSON AVE
201800303,6/14/2018,1031,FRAUD-ILLEGAL USE OF CREDIT CARD/ATM,2200 BLK MADISON AVE
201854645,6/14/2018,1048,SUICIDE,1200 BLK 22ND ST
201824091,6/14/2018,1050,THEFT PARTS FROM VEHICLE,14700 BLK WARWICK BLVD
201854646,6/14/2018,1105,DAMAGE PROPERTY,200 BLK BUXTON AVE
201854647,6/14/2018,1134,DAMAGE PROPERTY,35TH ST / ABERDEEN AVE
201824092,6/14/2018,1148,FRAUD BY WIRE,900 BLK RED OAK CIR
201800304,6/14/2018,1201,SHOPLIFTING,12000 BLK JEFFERSON AVE
201800305,6/14/2018,1206,SHOPLIFTING,12000 BLK JEFFERSON AVE
201854649,6/14/2018,1240,SIMPLE ASSAULT,900 BLK 13TH ST
201854649,6/14/2018,1240,DAMAGE PROPERTY,900 BLK 13TH ST
201854649,6/14/2018,1240,LARCENY,900 BLK 13TH ST
201854648,6/14/2018,1243,BURGLARY/B & E,1200 BLK GATEWOOD RD
201824094,6/14/2018,1322,THEFT FROM VEHICLE,100 BLK 75TH ST
201854650,6/14/2018,1322,DRUG/NARCOTICS OFFENSES,900 BLK IVY AVE
201824096,6/14/2018,1327,FRAUD-ILLEGAL USE CREDIT CARD/ATM,5200 BLK MERCURY BLVD
201824097,6/14/2018,1336,LARCENY,0 BLK STONEYBROOK LN
201824098,6/14/2018,1354,LEAVING THE SCENE,12400 BLK WARWICK BLVD
201800306,6/14/2018,1416,DAMAGE PROPERTY,400 BLK S TRELLIS CT
201824100,6/14/2018,1517,LEAVING THE SCENE,17400 BLK WARWICK BLVD
201800307,6/14/2018,1520,THEFT FROM VEHICLE,3700 BLK CHESTNUT AVE
201854652,6/14/2018,1521,MISSING PERSON,1000 BLK 37TH ST
201824101,6/14/2018,1550,LEAVING THE SCENE,900 BLK MARCUS DR
201824102,6/14/2018,1550,CPS REFERRAL,400 BLK ATKINSON WAY
201854657,6/14/2018,1605,NEGLECT CHILD,0 BLK BEDFORD RD
201854653,6/14/2018,1620,LARCENY,300 BLK BOULDER DR
201854653,6/14/2018,1620,VEHICLE THEFT,300 BLK BOULDER DR
201854655,6/14/2018,1650,BURGLARY/B & E,700 BLK 26TH ST
201854656,6/14/2018,1719,DRUG/NARCOTICS OFFENSES,DENBIGH BLVD / LUCAS CREEK RD
201824104,6/14/2018,1720,SHOPLIFTING,12300 BLK JEFFERSON AVE
201854654,6/14/2018,1720,DAMAGE PROPERTY,4700 BLK MADISON AVE
201854669,6/14/2018,1723,AGGRAVATED ASSAULT,100 BLK BINNACLE DR
201854669,6/14/2018,1723,WEAPON OFFENSE,100 BLK BINNACLE DR
201854651,6/14/2018,1800,ROBBERY,300 BLK OYSTER POINT RD
201854651,6/14/2018,1800,WEAPON OFFENSE,300 BLK OYSTER POINT RD
201854662,6/14/2018,1814,SIMPLE ASSAULT,300 BLK JUDY DR
201824106,6/14/2018,1819,LARCENY,2500 BLK WASHINGTON AVE
201854659,6/14/2018,1820,DRUG/NARCOTICS OFFENSES,3300 BLK ROANOKE AVE
201854660,6/14/2018,1836,SIMPLE ASSAULT,600 BLK ARMSTEAD LOOP
201824107,6/14/2018,1838,EMBEZZLE,10100 BLK WARWICK BLVD
201854663,6/14/2018,1941,LEAVING THE SCENE,DENBIGH BLVD / WARWICK BLVD
201854665,6/14/2018,1955,DAMAGE PROPERTY,14300 BLK DELOICE CRES
201824109,6/14/2018,1958,DAMAGE PROPERTY,900 BLK MARCUS DR
201854661,6/14/2018,2033,JUVENILE - RUNAWAY,100 BLK GULFSTREAM DR
201854666,6/14/2018,2050,DAMAGE PROPERTY,400 BLK CRESCENT WAY
201854664,6/14/2018,2103,JUVENILE - RUNAWAY,0 BLK ONEONTA DR
201854668,6/14/2018,2136,WEAPON OFFENSE,1400 BLK 26TH ST
201854668,6/14/2018,2136,AGGRAVATED ASSAULT,1400 BLK 26TH ST
201854667,6/14/2018,2149,ANNOYING PHONE CALLS,300 BLK GAYLOR LN
201854667,6/14/2018,2149,DAMAGE PROPERTY,300 BLK GAYLOR LN
201854671,6/14/2018,2253,OVERDOSE,500 BLK LATHAM DR
201854670,6/14/2018,2334,SUICIDE,600 BLK RIDLEY CIR
201854674,6/15/2018,0028,DRUG/NARCOTICS OFFENSES,CENTER AVE / JEFFERSON AVE
201854672,6/15/2018,0051,LARCENY,600 BLK THIMBLE SHOALS BLVD
201854672,6/15/2018,0051,SIMPLE ASSAULT,600 BLK THIMBLE SHOALS BLVD
201854672,6/15/2018,0051,DAMAGE PROPERTY,600 BLK THIMBLE SHOALS BLVD
201854675,6/15/2018,0055,BURGLARY/B & E,300 BLK ST THOMAS DR
201854676,6/15/2018,0138,ROBBERY,0 BLK HIDEN BLVD
201824110,6/15/2018,0155,VEHICLE THEFT,12900 BLK GEORGIA CT
201854678,6/15/2018,0216,DRUG/NARCOTICS OFFENSES,WARWICK BLVD / WOODHAVEN RD
201854673,6/15/2018,0230,DRUG/NARCOTICS OFFENSES,JEFFERSON AVE / YORKTOWN RD
201854677,6/15/2018,0255,LARCENY,400 BLK MANOR RD
201854677,6/15/2018,0255,SIMPLE ASSAULT,400 BLK MANOR RD
201824111,6/15/2018,0351,SHOPLIFTING,6100 BLK JEFFERSON AVE
201854681,6/15/2018,0447,VEH RECOVERY(OUT OF JURIS),35TH ST / WICKHAM AVE
201854680,6/15/2018,0452,LEAVING THE SCENE,BEECHMONT DR / CLEMSON DR
201854682,6/15/2018,0530,WEAPON OFFENSE,5100 BLK FAIRFAX AVE
201854682,6/15/2018,0530,HOMICIDE/MURDER,5100 BLK FAIRFAX AVE
201854684,6/15/2018,0534,LEAVING THE SCENE,200 BLK RIVER RD
201854684,6/15/2018,0534,DAMAGE PROPERTY,200 BLK RIVER RD
201854679,6/15/2018,0724,DRUG/NARCOTICS OFFENSES,SAVAGE DR / SHARON DR
201854686,6/15/2018,0725,DECEASED PERSON,400 BLK BLOUNT POINT RD
201854687,6/15/2018,0732,SIMPLE ASSAULT,300 BLK HOGAN DR
201854685,6/15/2018,0747,SIMPLE ASSAULT,0 BLK RIVERLANDS DR
201854685,6/15/2018,0747,DAMAGE PROPERTY,0 BLK RIVERLANDS DR
201824112,6/15/2018,0823,INTIMIDATION,500 BLK BULKELEY PL
201824113,6/15/2018,0832,DAMAGE PROPERTY,300 BLK CIVIL CT
201854688,6/15/2018,0846,ARSON,1100 BLK GARDEN DR
201854691,6/15/2018,0901,HABITUAL TRAFFIC OFFENDER,900 BLK J CLYDE MORRIS BLVD
201854691,6/15/2018,0901,FRAUD/FALSE PRETENSES/SWINDLE,900 BLK J CLYDE MORRIS BLVD
201854690,6/15/2018,0909,JUVENILE - RUNAWAY,2200 BLK TIMBERNECK LN
201824114,6/15/2018,0917,THEFT FROM VEHICLE,600 BLK LAFAYETTE TER
201824115,6/15/2018,0918,ANNOYING PHONE CALLS,100 BLK ALAN DR
201824116,6/15/2018,0926,FRAUD-ILLEGAL USE CREDIT CARD/ATM,9900 BLK JEFFERSON AVE
201854689,6/15/2018,0930,DAMAGE PROPERTY,5100 BLK JEFFERSON AVE
201854693,6/15/2018,0941,BURGLARY/B & E,0 BLK TRAVERSE RD
201824118,6/15/2018,1039,VEH RECOVERY(OUT OF JURIS),800 BLK CONSTANCE DR
201854694,6/15/2018,1053,EMBEZZLE,5100 BLK JEFFERSON AVE
201854694,6/15/2018,1053,FRAUD/FALSE PRETENSES/SWINDLE,5100 BLK JEFFERSON AVE
201854695,6/15/2018,1119,OVERDOSE,700 BLK 73RD ST
201824121,6/15/2018,1140,THEFT FROM VEHICLE,600 BLK LAFAYETTE TER
201800308,6/15/2018,1141,LARCENY,900 BLK CHATSWORTH DR
201824122,6/15/2018,1156,DAMAGE PROPERTY,4100 BLK MADISON AVE
201824123,6/15/2018,1208,THEFT FROM VEHICLE,5000 BLK JEFFERSON AVE
201824124,6/15/2018,1306,LARCENY,2100 BLK ORCUTT AVE
201824125,6/15/2018,1314,LARCENY,900 BLK 27TH ST
201854697,6/15/2018,1342,VEHICLE THEFT,33RD ST / MARSHALL AVE
201824126,6/15/2018,1359,CPS REFERRAL,0 BLK STRATFORD RD
201824126,6/15/2018,1359,FORCIBLE SODOMY,0 BLK STRATFORD RD
201854698,6/15/2018,1419,FORCIBLE FONDLING,200 BLK WOODHAVEN RD
201854699,6/15/2018,1445,SIMPLE ASSAULT,800 BLK 29TH ST
201854704,6/15/2018,1446,OVERDOSE,200 BLK CHESAPEAKE AVE
201854702,6/15/2018,1446,BURGLARY/B & E,0 BLK ARLINE DR
201824127,6/15/2018,1447,VEHICLE THEFT,6100 BLK JEFFERSON AVE
201854700,6/15/2018,1536,INTIMIDATION,6100 BLK JEFFERSON AVE
201854696,6/15/2018,1536,BURGLARY/B & E,300 BLK POPLAR AVE
201824128,6/15/2018,1549,NEGLECT CHILD,FRANCISCO WAY / JEFFERSON AVE
201854701,6/15/2018,1549,SHOPLIFTING,6100 BLK JEFFERSON AVE
201824129,6/15/2018,1550,SHOPLIFTING,12000 BLK JEFFERSON AVE
201854705,6/15/2018,1624,SIMPLE ASSAULT,12700 BLK WOODSIDE LN
201854705,6/15/2018,1624,KIDNAP/ABDUCTION,12700 BLK WOODSIDE LN
201854707,6/15/2018,1733,SIMPLE ASSAULT,300 BLK DOMINION DR
201854710,6/15/2018,1734,BURGLARY/B & E,100 BLK GULFSTREAM DR
201800309,6/15/2018,1822,FRAUD - IMPERSONATE,1000 BLK 35TH ST
201824133,6/15/2018,1851,LARCENY,100 BLK MULBERRY AVE
201854709,6/15/2018,1901,DAMAGE PROPERTY,1600 BLK MADISON AVE
201854709,6/15/2018,1901,WEAPON OFFENSE,1600 BLK MADISON AVE
201854706,6/15/2018,1922,DAMAGE PROPERTY,500 BLK LIVE OAK LN
201854713,6/15/2018,1932,SIMPLE ASSAULT,500 BLK PURLIEU DR
201854712,6/15/2018,1934,LARCENY,300 BLK HOGAN DR
201854714,6/15/2018,1940,SIMPLE ASSAULT,400 BLK TURLINGTON RD
201854711,6/15/2018,1945,DRUG/NARCOTICS OFFENSES,100 BLK GULFSTREAM DR
201854715,6/15/2018,2018,VEH RECOVERY(OUT OF JURIS),1300 BLK ROANOKE AVE
201854716,6/15/2018,2023,BURGLARY/B & E,700 BLK PATEL WAY
201854718,6/15/2018,2035,DRUG/NARCOTICS OFFENSES,400 BLK OLD OAK DR
201854722,6/15/2018,2104,SIMPLE ASSAULT,1100 BLK 35TH ST
201854717,6/15/2018,2115,DRUG/NARCOTICS OFFENSES,ARLINGTON AVE / GLOUCESTER DR
201854717,6/15/2018,2115,WEAPON OFFENSE,ARLINGTON AVE / GLOUCESTER DR
201854719,6/15/2018,2119,ROBBERY,800 BLK 36TH ST
201854721,6/15/2018,2121,DRUG/NARCOTICS OFFENSES,100 BLK HUNTGATE CIR
201854729,6/15/2018,2158,SIMPLE ASSAULT,15400 BLK WARWICK BLVD
201854725,6/15/2018,2226,DRUG/NARCOTICS OFFENSES,300 BLK DEPUTY LN
201824134,6/15/2018,2235,DRUG/NARCOTICS OFFENSES,1300 BLK ROANOKE AVE
201854726,6/15/2018,2300,CURFEW,0 BLK CHRISTIAN ST
201854724,6/15/2018,2319,WEAPON OFFENSE,DENBIGH BLVD / WARWICK BLVD
201854728,6/15/2018,2346,BURGLARY/B & E,100 BLK MARSHVIEW DR
201824136,6/16/2018,0022,DAMAGE PROPERTY,300 BLK DEPUTY LN
201854727,6/16/2018,0038,SIMPLE ASSAULT,5400 BLK MARSHALL AVE
201854730,6/16/2018,0137,BURGLARY/B & E,400 BLK LUCAS CREEK RD
201854732,6/16/2018,0155,SIMPLE ASSAULT,300 BLK CHARLES ST
201854731,6/16/2018,0202,WEAPON OFFENSE,7800 BLK WARWICK BLVD
201854731,6/16/2018,0202,AGGRAVATED ASSAULT,7800 BLK WARWICK BLVD
201824138,6/16/2018,0715,THEFT FROM VEHICLE,600 BLK BELLWOOD RD
201854734,6/16/2018,0720,SIMPLE ASSAULT,100 BLK ASH AVE
201854736,6/16/2018,0728,DRIVING UNDER THE INFLUENCE,300 BLK LEES MILL DR
201854736,6/16/2018,0728,LEAVING THE SCENE,300 BLK LEES MILL DR
201854733,6/16/2018,0748,DAMAGE PROPERTY,10700 BLK JEFFERSON AVE
201855651,6/16/2018,0800,SIMPLE ASSAULT,3200 BLK WASHINGTON AVE
201824139,6/16/2018,0810,LEAVING THE SCENE,900 BLK BURGHLEY CT
201854735,6/16/2018,0854,OVERDOSE,100 BLK EDSYL ST
201824140,6/16/2018,0939,LARCENY,800 BLK LASSITER DR
201854737,6/16/2018,1015,VEH RECOVERY(OUT OF JURIS),7400 BLK MADISON AVE
201854738,6/16/2018,1026,SIMPLE ASSAULT,500 BLK RANDOLPH RD
201854739,6/16/2018,1045,SIMPLE ASSAULT,900 BLK J CLYDE MORRIS BLVD
201854739,6/16/2018,1045,FRAUD - IMPERSONATE,900 BLK J CLYDE MORRIS BLVD
201854739,6/16/2018,1045,WEAPON OFFENSE,900 BLK J CLYDE MORRIS BLVD
201854739,6/16/2018,1045,DRUG/NARCOTICS OFFENSES,900 BLK J CLYDE MORRIS BLVD
201824142,6/16/2018,1128,DAMAGE PROPERTY,3400 BLK CHESTNUT AVE
201824143,6/16/2018,1210,SIMPLE ASSAULT,2700 BLK ROANOKE AVE
201824144,6/16/2018,1213,DAMAGE PROPERTY,800 BLK LOMBARDY AVE
201854740,6/16/2018,1229,SIMPLE ASSAULT,2900 BLK JEFFERSON AVE
201854740,6/16/2018,1229,SHOPLIFTING,2900 BLK JEFFERSON AVE
201854740,6/16/2018,1229,DAMAGE PROPERTY,2900 BLK JEFFERSON AVE
201824146,6/16/2018,1249,DECEASED PERSON,100 BLK HERMITAGE RD
201824145,6/16/2018,1305,SIMPLE ASSAULT,2700 BLK ROANOKE AVE
201854741,6/16/2018,1328,SIMPLE ASSAULT,100 BLK LOUISE DR
201854743,6/16/2018,1426,AGGRAVATED ASSAULT,800 BLK LASSITER DR
201854742,6/16/2018,1433,SIMPLE ASSAULT,15400 BLK WARWICK BLVD
201824147,6/16/2018,1440,THEFT PARTS FROM VEHICLE,200 BLK FIELD STONE LN
201854744,6/16/2018,1447,SUICIDE,100 BLK VIEW POINTE DR
201854745,6/16/2018,1449,SIMPLE ASSAULT,300 BLK CHARLES ST
201824148,6/16/2018,1511,THEFT FROM VEHICLE,12100 BLK JEFFERSON AVE
201824149,6/16/2018,1616,LARCENY,700 BLK CHATSWORTH DR
201854747,6/16/2018,1636,FORCIBLE SODOMY,500 BLK WATERS EDGE DR
201854746,6/16/2018,1646,SHOPLIFTING,12000 BLK JEFFERSON AVE
201854748,6/16/2018,1718,DRUG/NARCOTICS OFFENSES,2300 BLK JEFFERSON AVE
201854748,6/16/2018,1718,LARCENY,2300 BLK JEFFERSON AVE
201824151,6/16/2018,1815,THEFT FROM VEHICLE,500 BLK WATERS EDGE DR
201824152,6/16/2018,1846,SHOPLIFTING,6100 BLK JEFFERSON AVE
201854753,6/16/2018,1904,FRAUD - IMPERSONATE,600 BLK 32ND ST
201824153,6/16/2018,1913,LEAVING THE SCENE,12000 BLK JEFFERSON AVE
201854751,6/16/2018,1931,DAMAGE PROPERTY,14300 BLK DELOICE CRES
201854749,6/16/2018,1940,WEAPON OFFENSE,JEFFERSON AVE / SAM WALTON WAY
201854750,6/16/2018,1945,NEGLECT CHILD,300 BLK HICKORY POINT BLVD
201854752,6/16/2018,2050,DAMAGE PROPERTY,800 BLK BLUECRAB RD
201854752,6/16/2018,2050,BURGLARY/B & E,800 BLK BLUECRAB RD
201824154,6/16/2018,2058,LEAVING THE SCENE,1000 BLK BRICK KILN BLVD
201824155,6/16/2018,2136,LARCENY,500 BLK BIG FORREST CT
201824156,6/16/2018,2242,THEFT FROM VEHICLE,13300 BLK DE WALD CIR
201854755,6/16/2018,2315,ROBBERY,2600 BLK JEFFERSON AVE
201854756,6/16/2018,2348,BURGLARY/B & E,1100 BLK JEBS PL
201854760,6/17/2018,0035,SIMPLE ASSAULT,600 BLK RIDLEY CIR
201854758,6/17/2018,0051,DAMAGE PROPERTY,1200 BLK 25TH ST
201854758,6/17/2018,0051,SIMPLE ASSAULT,1200 BLK 25TH ST
201854757,6/17/2018,0100,SIMPLE ASSAULT,100 BLK LOUISE DR
201854762,6/17/2018,0126,DRUG/NARCOTICS OFFENSES,ARMSTEAD LOOP / DELOICE CRES
201854761,6/17/2018,0128,HIT AND RUN,0 BLK DORSEY RD
201824157,6/17/2018,0139,ANNOYING PHONE CALLS,600 BLK DECATUR ST
201854759,6/17/2018,0140,DRUG/NARCOTICS OFFENSES,COMMERCIAL PL / HOGAN DR
201854764,6/17/2018,0152,SIMPLE ASSAULT,0 BLK OLD OYSTER POINT RD
201854763,6/17/2018,0223,SIMPLE ASSAULT,700 BLK SHIELDS RD
201854765,6/17/2018,0425,ROBBERY,3700 BLK SHERWOOD PL
201824159,6/17/2018,0824,TAMPERING WITH AUTO,1100 BLK 72ND ST
201824159,6/17/2018,0824,THEFT FROM VEHICLE,1100 BLK 72ND ST
201824160,6/17/2018,0841,LARCENY,100 BLK LAKE POINTE DR
201854766,6/17/2018,0904,WEAPON OFFENSE,800 BLK 80TH ST
201824161,6/17/2018,1041,FRAUD - IMPERSONATE,100 BLK WHITMAN RD
201854768,6/17/2018,1323,SIMPLE ASSAULT,0 BLK DENBIGH BLVD
201854769,6/17/2018,1329,SIMPLE ASSAULT,0 BLK BERNARDINE DR
201824162,6/17/2018,1336,THEFT FROM VEHICLE,0 BLK GOLDSMITH PL
201854770,6/17/2018,1340,BURGLARY/B & E,500 BLK WATERS EDGE DR
201854771,6/17/2018,1400,SHOPLIFTING,6100 BLK JEFFERSON AVE
201824163,6/17/2018,1442,SHOPLIFTING,700 BLK J CLYDE MORRIS BLVD
201854772,6/17/2018,1457,"SEX ASSAULT, RAPE",1300 BLK ROANOKE AVE
201854773,6/17/2018,1531,NEGLECT CHILD,9200 BLK WARWICK BLVD
201854776,6/17/2018,1559,SHOPLIFTING,6100 BLK JEFFERSON AVE
201854774,6/17/2018,1607,SIMPLE ASSAULT,900 BLK J CLYDE MORRIS BLVD
201854775,6/17/2018,1618,SIMPLE ASSAULT,500 BLK AYRSHIRE WAY
201824165,6/17/2018,1618,THEFT PARTS FROM VEHICLE,200 BLK MONROE AVE
201824166,6/17/2018,1718,SHOPLIFTING,6100 BLK JEFFERSON AVE
201854779,6/17/2018,1722,DAMAGE PROPERTY,800 BLK WHEELER DR
201854778,6/17/2018,1759,LARCENY,12300 BLK JEFFERSON AVE
201854780,6/17/2018,1826,INTIMIDATION,500 BLK SEVERN RD
201854781,6/17/2018,1835,WEAPON OFFENSE,6000 BLK JEFFERSON AVE
201854781,6/17/2018,1835,DRUG/NARCOTICS OFFENSES,6000 BLK JEFFERSON AVE
201854783,6/17/2018,1856,SHOPLIFTING,14300 BLK WARWICK BLVD
201854783,6/17/2018,1856,SIMPLE ASSAULT,14300 BLK WARWICK BLVD
201854788,6/17/2018,1943,DAMAGE PROPERTY,1000 BLK HOLLYMEADE CIR
